entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,exit_reason_desc,position_type,return_1d,return_3d,return_5d,return_10d,fear_threshold
2015-08-10 00:00:00,2015-08-12 02:39:00,2079.75,2059.715,-1.013336939535997,4,MA Crossover,long,-0.6611371559081647,0.0,1.0097367472051921,-7.753335737468447,20
2015-08-14 00:00:00,2015-08-20 03:48:00,2080.0,2061.675,-0.9310096153846092,4,MA Crossover,long,0.9975961538461586,-0.19230769230769162,-5.372596153846154,-4.507211538461542,20
2015-08-26 00:00:00,2015-08-26 02:13:00,1898.75,1879.7625,-1.050000000000001,1,Fixed Percentage Stop Loss,long,4.384463462804478,2.172481895984202,2.5674786043449638,2.3699802501645717,20
2015-08-27 00:00:00,2015-08-27 14:04:00,1938.75,1947.0149999999999,0.3763056092843165,4,MA Crossover,long,2.4500322372662753,-0.09026434558349061,-0.37395228884590237,0.9026434558349505,20
2015-08-28 00:00:00,2015-08-30 17:30:00,1982.5,1962.675,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-2.1437578814628044,-1.7654476670870167,-3.2534678436317743,-1.525851197982342,20
2015-09-02 00:00:00,2015-09-02 09:48:00,1936.75,1917.3825,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-0.27107267329288254,-0.051632890151021016,0.3614302310571915,2.51710339486253,20
2015-09-06 00:00:00,2015-09-09 13:42:00,1918.0,1952.1599999999999,1.7310218978102199,4,MA Crossover,long,0.9254431699687204,1.3425443169968743,1.7857142857142794,1.681438998957252,20
2015-09-10 00:00:00,2015-09-11 03:56:00,1944.75,1927.905,-0.9161781720015416,4,MA Crossover,long,0.38565368299268155,1.118395680678752,1.7997171872991435,-1.0798303123794817,20
2015-09-13 00:00:00,2015-09-18 04:55:00,1952.25,1971.5149999999999,0.93681009092072,4,MA Crossover,long,-0.34575489819439476,1.7031630170316392,-0.10244589576130503,-1.8952490715840709,20
2015-10-01 00:00:00,2015-10-01 08:43:00,1925.25,1905.9975,-1.050000000000001,1,Fixed Percentage Stop Loss,long,0.9219581872484062,2.350344111154401,4.389040384365672,4.791585508375529,20
2016-01-12 00:00:00,2016-01-13 12:26:00,1903.75,1907.57,0.15065659881811638,4,MA Crossover,long,-0.7616546290216686,-1.4313854235062373,-3.204202232435982,-0.9192383453709763,20
2016-01-18 00:00:00,2016-01-19 13:06:00,1879.75,1869.35,-0.6032650618433333,4,MA Crossover,long,-1.968346854634928,-0.06649820454848188,-0.771379172762332,2.1545418273706707,20
2016-01-21 00:00:00,2016-01-25 17:57:00,1850.0,1866.165,0.8237837837837769,4,MA Crossover,long,2.6621621621621516,1.959459459459456,2.3648648648648685,3.0000000000000027,20
2016-01-26 00:00:00,2016-01-27 14:05:00,1865.5,1871.8,0.28771106941837826,4,MA Crossover,long,0.6834628785848285,3.524524256231576,1.5143393192173615,-1.3535245242562333,20
2016-01-28 00:00:00,2016-02-02 11:04:00,1877.5,1901.2,1.2123169107856213,4,MA Crossover,long,2.8628495339547255,0.8655126498002597,1.4913448735019985,-2.649800266311586,20
2016-11-06 00:00:00,2016-11-08 20:01:00,2081.5,2109.45,1.2927816478500886,4,MA Crossover,long,2.1859236127792503,4.095604131635833,3.7953398991112275,4.744174873889029,20
2017-08-21 09:30:00,2017-09-29 14:55:00,2419.0,2515.76,3.9500000000000037,2,ATR-Based Stop Loss,long,0.8681273253410504,0.961140967341878,1.2298470442331455,1.6225713104588646,20
2018-02-11 00:00:00,2018-02-15 14:03:00,2621.5,2726.36,3.9500000000000037,2,ATR-Based Stop Loss,long,0.9536524890329856,3.2614915124928423,4.377264924661461,4.749189395384312,20
2018-02-16 00:00:00,2018-02-20 14:21:00,2734.0,2706.66,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-0.1554498902706647,-1.572787125091446,0.4389173372348232,-1.591075347476223,20
2018-02-22 00:00:00,2018-02-28 14:17:00,2691.25,2733.955,1.536809103576403,4,MA Crossover,long,2.0343706456107835,1.9972131908964297,-0.594519275429628,1.7371110078959529,20
2018-03-05 00:00:00,2018-03-09 12:19:00,2675.25,2782.26,3.9500000000000037,2,ATR-Based Stop Loss,long,0.607419867302128,2.345575179889736,4.28931875525651,1.8409494439771912,20
2018-03-26 00:00:00,2018-03-27 14:06:00,2611.25,2626.1549999999997,0.5207994255624626,4,MA Crossover,long,0.13403542364767151,1.0052656773575919,-0.9861177596936388,1.4073719483006286,20
2018-03-29 00:00:00,2018-04-02 09:35:00,2602.75,2606.31,0.08677840745365266,4,MA Crossover,long,1.3351263087119314,0.17289405436557992,1.2390740562866265,2.103544328114504,20
2018-04-04 00:00:00,2018-04-04 03:07:00,2607.25,2581.1775,-1.050000000000012,1,Fixed Percentage Stop Loss,long,1.0643398216511724,1.5629494678300881,1.5054175855786722,4.017643110557101,20
2018-04-05 00:00:00,2018-04-05 17:59:00,2659.5,2632.905,-1.0499999999999898,1,Fixed Percentage Stop Loss,long,-2.049257379206615,-0.6486181613085118,-0.0752021056589558,1.3818386914833614,20
2018-04-08 00:00:00,2018-04-17 13:02:00,2605.0,2709.2000000000003,3.9500000000000037,2,ATR-Based Stop Loss,long,1.650671785028801,1.5930902111324308,2.082533589251434,2.5431861804222633,20
2018-10-16 00:00:00,2018-10-18 12:19:00,2757.5,2767.765,0.32225747960107914,4,MA Crossover,long,1.795104261106073,0.3626473254759732,-0.3445149592021801,-2.420670897552135,20
2018-10-30 00:00:00,2018-10-30 08:13:00,2662.75,2636.1225,-1.050000000000001,1,Fixed Percentage Stop Loss,long,2.056144962914286,2.243920758614215,3.6991831752887006,2.4410853440991476,20
2018-10-31 00:00:00,2018-11-02 11:37:00,2690.75,2710.9249999999997,0.6997909504784905,4,MA Crossover,long,2.1183684846232564,1.9139645080368028,4.534051844281328,0.37164359379355805,20
2018-11-05 00:00:00,2018-11-12 08:44:00,2716.75,2761.64,1.602341952700831,4,MA Crossover,long,1.6379865648292968,3.2667709579460746,0.9478236863899925,-0.9754302015275607,20
2018-11-15 00:00:00,2018-11-15 09:36:00,2700.0,2673.0,-1.050000000000001,1,Fixed Percentage Stop Loss,long,1.5648148148148078,-1.8425925925925957,-2.3981481481481493,1.4814814814814836,20
2018-11-16 00:00:00,2018-11-19 10:51:00,2726.5,2699.235,-1.0499999999999898,1,Fixed Percentage Stop Loss,long,-1.3295433706216775,-2.695763799743256,-3.594351732991019,1.3753896937465537,20
2018-11-25 00:00:00,2018-11-28 12:46:00,2628.5,2733.64,3.9500000000000037,2,ATR-Based Stop Loss,long,1.3981358189081305,4.061251664447396,5.155031386722464,0.3138672246528529,20
2018-12-11 00:00:00,2018-12-11 12:52:00,2633.0,2624.44,-0.37510444360045464,4,MA Crossover,long,1.025446259020124,-1.2438283327003363,-3.019369540448158,-11.346372958602357,20
2018-12-12 00:00:00,2018-12-13 19:03:00,2658.5,2632.77,-1.017839006958815,4,MA Crossover,long,-1.316531878879068,-3.9307880383675053,-6.413391009968028,-7.447808914801579,20
2018-12-26 00:00:00,2018-12-26 14:24:00,2337.75,2431.26,3.9500000000000037,2,ATR-Based Stop Loss,long,6.769329483477704,7.314725697786328,5.806865575874243,9.891990161480058,20
2018-12-27 00:00:00,2018-12-27 03:22:00,2461.25,2436.6375,-1.050000000000012,1,Fixed Percentage Stop Loss,long,1.086846114779072,0.6805485017775448,0.09141696292533918,5.231081767394619,20
2018-12-28 00:00:00,2019-01-02 02:03:00,2491.0,2472.54,-0.7910678442392627,4,MA Crossover,long,0.7125652348454414,-0.7025291047771942,1.5455640305098273,4.195102368526693,20
2019-01-04 00:00:00,2019-01-07 11:34:00,2464.75,2563.34,3.9500000000000037,2,ATR-Based Stop Loss,long,3.681915001521463,4.229637894309768,5.30479764682017,8.611421036616296,20
2019-08-26 00:00:00,2019-09-04 20:02:00,2833.5,2946.84,3.9500000000000037,2,ATR-Based Stop Loss,long,1.4469737074289668,3.4762661019940078,2.7174872066348943,5.002646903123353,20
2020-03-02 00:00:00,2020-03-02 03:45:00,2969.5,2960.58,-0.35038727058427915,4,MA Crossover,long,2.2478531739350105,0.28624347533254824,-4.849301229163161,-15.524499073918163,20
2020-03-03 00:00:00,2020-03-03 09:00:00,3053.0,3064.705,0.33339338355715126,4,MA Crossover,long,1.5640353750409508,-2.9233540779561085,-8.237798886341308,-21.331477235506057,20
2020-03-04 00:00:00,2020-03-05 03:05:00,3035.75,3066.91,0.9764349831178298,4,MA Crossover,long,-1.9023305608169339,-6.9258008729309095,-12.426912624557362,-24.47500617639793,20
2020-03-13 00:00:00,2020-03-13 01:03:00,2508.5,2513.7,0.15729519633246875,4,MA Crossover,long,0.0,-8.600757424755834,-9.64719952162647,0.45844129958141355,20
2020-03-14 00:00:00,2020-03-15 17:00:00,2664.75,2638.1025,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-5.863589454920726,-13.96003377427526,-14.945116802701941,-5.432029271038563,20
2020-03-19 00:00:00,2020-03-19 02:27:00,2297.5,2389.4,3.9500000000000037,2,ATR-Based Stop Loss,long,-1.3492927094668095,5.680087051142557,11.42546245919478,8.106637649619142,20
2020-03-23 00:00:00,2020-03-23 00:14:00,2208.25,2186.1675,-1.050000000000001,1,Fixed Percentage Stop Loss,long,9.951318917695007,15.928902977470848,17.887467451601946,19.76678365221329,20
2020-03-24 00:00:00,2020-03-24 10:39:00,2298.25,2390.1800000000003,3.9500000000000037,2,ATR-Based Stop Loss,long,6.55933862721636,9.648645708691394,9.887958229087346,15.7076036114435,20
2020-03-25 00:00:00,2020-03-25 00:19:00,2422.0,2397.78,-1.0499999999999898,1,Fixed Percentage Stop Loss,long,5.6977704376548255,7.483484723369127,2.384393063583823,13.253509496284055,20
2020-11-02 00:00:00,2020-11-03 20:42:00,3273.5,3329.06,1.6472659233236653,4,MA Crossover,long,3.4061402168932275,6.4227890636932905,7.575989002596617,10.065678936917678,20
2021-10-01 00:00:00,2021-10-04 09:53:00,4275.0,4278.4349999999995,0.030350877192980616,4,MA Crossover,long,0.47368421052631504,2.2865497076023367,2.467836257309952,4.4502923976608155,20
2022-03-10 00:00:00,2022-03-10 05:08:00,4269.5,4226.805,-1.0499999999999898,1,Fixed Percentage Stop Loss,long,-1.7039465979622914,-0.4391614943201727,2.4358824218292607,5.966740836163487,20
2022-04-28 00:00:00,2022-04-29 09:28:00,4213.5,4217.43,0.043271626913504765,4,MA Crossover,long,-1.815592737629046,-0.955262845615279,-1.7325264032277188,-5.862109884893796,20
2022-05-04 00:00:00,2022-05-05 08:57:00,4173.5,4216.94,0.9908530010782124,4,MA Crossover,long,-0.7907032466754504,-3.947526057266082,-5.822451180064691,-5.858392236731758,20
2022-05-13 00:00:00,2022-05-18 08:57:00,3966.25,4013.1,1.1312165143397335,4,MA Crossover,long,1.3551843681058884,-0.9391742830129224,-1.6199180586196071,5.086668767727698,20
2022-05-22 00:00:00,2022-05-24 09:04:00,3902.0,3902.605,-0.034495130702200075,4,MA Crossover,long,0.8200922603792904,1.6465914915428037,6.8170169144028625,5.317785750896986,20
2022-05-25 00:00:00,2022-05-25 06:25:00,3962.75,3923.1225,-1.050000000000001,1,Fixed Percentage Stop Loss,long,2.258532584694972,5.122705192101451,3.539208882720324,3.753706390764,20
2022-06-20 00:00:00,2022-06-22 02:06:00,3683.25,3708.075,0.6239971492567553,4,MA Crossover,long,1.3778592275843327,3.9435281341206885,5.8779610398425275,4.337202199144774,20
2022-09-28 00:00:00,2022-09-29 07:36:00,3638.75,3676.225,0.9798866368945391,4,MA Crossover,long,0.27481964960494043,2.3634489866025454,4.816214359326687,-1.2847818619031282,20
2022-10-13 00:00:00,2022-10-13 07:30:00,3591.0,3571.855,-0.5831384015594521,4,MA Crossover,long,0.15316067947646061,4.685324422166537,2.0676691729323293,5.806182121971593,20
2024-08-08 00:00:00,2024-08-13 11:17:00,5225.5,5434.52,3.9500000000000037,2,ATR-Based Stop Loss,long,2.6696009951200805,4.454119223040864,6.678786718974261,7.401205626255858,20
