entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason
2020-02-03 09:40:00,2020-02-24 09:30:00,3262.0,3291.9375,0.8677651747394266,4
2020-06-05 09:32:00,2020-06-11 09:30:00,3177.5,3145.725,-1.050000000000001,1
2020-07-23 12:42:00,2020-07-24 09:33:00,3237.5,3205.125,-1.050000000000001,1
2020-07-27 15:26:00,2020-08-19 10:32:00,3232.5,3394.125,4.950000000000005,2
2020-08-26 09:30:00,2020-09-03 10:15:00,3448.5,3479.39,0.8457517761345457,4
2020-09-16 14:30:00,2020-09-17 09:30:00,3383.25,3349.4175,-1.050000000000001,1
2020-10-12 09:30:00,2020-10-15 09:30:00,3502.0,3466.98,-1.050000000000001,1
2020-11-09 14:26:00,2020-11-09 14:56:00,3586.5,3550.6349999999998,-1.050000000000012,1
2020-11-10 09:31:00,2020-12-08 11:41:00,3524.25,3700.4625,4.950000000000005,2
2020-12-09 12:33:00,2020-12-11 10:37:00,3670.25,3633.5475,-1.050000000000001,1
2020-12-15 11:01:00,2020-12-21 09:30:00,3665.5,3628.845,-1.050000000000001,1
2020-12-21 09:30:00,2021-01-08 14:47:00,3634.75,3816.4875,4.950000000000005,2
2021-01-12 10:51:00,2021-01-15 15:59:00,3783.25,3745.4175,-1.050000000000001,1
2021-01-18 09:30:00,2021-01-27 14:28:00,3763.0,3738.865,-0.6913765612543255,4
2021-02-03 09:33:00,2021-02-23 11:08:00,3815.25,3833.44,0.42677085381037094,4
2021-02-24 09:30:00,2021-02-25 11:56:00,3873.5,3834.765,-1.050000000000001,1
2021-03-01 09:31:00,2021-03-03 09:30:00,3883.25,3844.4175,-1.050000000000001,1
2021-03-03 09:30:00,2021-03-04 11:27:00,3837.75,3799.3725,-1.050000000000001,1
2021-03-05 14:55:00,2021-03-25 09:46:00,3838.5,3854.295,0.36148886283703946,4
2021-03-25 11:14:00,2021-04-05 09:40:00,3868.25,4061.6625000000004,4.950000000000005,2
2021-04-20 09:30:00,2021-05-11 09:46:00,4141.0,4105.2825,-0.9125332045399615,4
2021-11-10 11:45:00,2021-11-26 09:30:00,4661.75,4615.1325,-1.050000000000001,1
2021-12-09 15:10:00,2021-12-14 09:55:00,4656.0,4609.44,-1.050000000000012,1
2021-12-21 11:13:00,2022-01-07 09:51:00,4617.5,4662.0625,0.915078505684902,4
2022-01-11 10:38:00,2022-01-14 09:31:00,4679.0,4632.21,-1.050000000000001,1
2023-07-06 09:30:00,2023-08-08 09:30:00,4427.5,4489.25,1.34469226425748,3
2023-08-08 09:30:00,2023-08-16 11:10:00,4489.25,4444.3575,-1.050000000000001,1
2023-12-04 09:30:00,2023-12-14 11:13:00,4558.0,4785.900000000001,4.950000000000005,2
2023-12-21 09:30:00,2024-01-04 14:50:00,4781.25,4733.4375,-1.050000000000001,1
2024-01-05 09:30:00,2024-02-02 13:02:00,4748.25,4985.6625,4.950000000000005,2
2024-02-05 09:39:00,2024-03-12 09:30:00,4947.75,5195.1375,4.950000000000005,2
2024-03-14 14:25:00,2024-04-12 09:30:00,5193.0,5199.5,0.07516849605237468,3
2024-04-12 09:30:00,2024-04-15 12:19:00,5199.5,5147.505,-1.050000000000001,1
2024-05-29 09:30:00,2024-05-30 14:49:00,5294.0,5241.06,-1.0499999999999898,1
2024-05-31 09:37:00,2024-06-17 09:30:00,5226.0,5487.3,4.950000000000005,2
2024-06-17 09:30:00,2024-07-19 12:02:00,5497.5,5549.6125,0.8979308776716655,4
2024-07-22 09:30:00,2024-07-24 09:30:00,5593.0,5537.07,-1.050000000000001,1
2024-07-26 09:30:00,2024-08-02 09:30:00,5485.0,5430.15,-1.050000000000012,1
2024-08-22 12:31:00,2024-09-03 14:35:00,5594.5,5538.555,-1.0499999999999898,1
2024-09-04 09:30:00,2024-09-05 10:33:00,5549.75,5494.2525,-1.050000000000012,1
2024-09-11 14:19:00,2024-09-27 09:30:00,5539.75,5816.7375,4.950000000000005,2
2024-09-30 13:22:00,2024-10-31 09:30:00,5762.0,5768.25,0.058469281499479206,3
2024-11-01 09:36:00,2024-11-04 10:43:00,5796.5,5738.535,-1.050000000000001,1
2024-11-05 10:23:00,2024-12-04 09:35:00,5795.0,6084.75,4.950000000000005,2
2024-12-10 14:11:00,2024-12-18 09:30:00,6048.5,6064.5,0.214528395469954,3
