symbol,date,expected_minutes,actual_minutes,missing_minutes
VIX,2019-06-13,390,389,1
VIX,2019-06-14,390,389,1
VIX,2019-06-17,390,389,1
VIX,2019-06-18,390,389,1
VIX,2019-06-19,390,389,1
VIX,2019-06-20,390,389,1
VIX,2019-06-21,390,389,1
VIX,2019-06-24,390,389,1
VIX,2019-06-25,390,389,1
VIX,2019-06-26,390,389,1
VIX,2019-06-27,390,389,1
VIX,2019-06-28,390,389,1
VIX,2019-07-01,390,389,1
VIX,2019-07-02,390,389,1
VIX,2019-07-03,390,224,166
VIX,2019-07-05,390,389,1
VIX,2019-07-08,390,389,1
VIX,2019-07-09,390,389,1
VIX,2019-07-10,390,389,1
VIX,2019-07-11,390,389,1
VIX,2019-07-12,390,389,1
VIX,2019-07-15,390,389,1
VIX,2019-07-16,390,389,1
VIX,2019-07-17,390,389,1
VIX,2019-07-18,390,389,1
VIX,2019-07-19,390,389,1
VIX,2019-07-22,390,389,1
VIX,2019-07-23,390,389,1
VIX,2019-07-24,390,389,1
VIX,2019-07-25,390,389,1
VIX,2019-07-26,390,389,1
VIX,2019-07-29,390,389,1
VIX,2019-07-30,390,389,1
VIX,2019-07-31,390,389,1
VIX,2019-08-01,390,389,1
VIX,2019-08-02,390,389,1
VIX,2019-08-05,390,389,1
VIX,2019-08-06,390,389,1
VIX,2019-08-07,390,389,1
VIX,2019-08-08,390,389,1
VIX,2019-08-09,390,389,1
VIX,2019-08-12,390,389,1
VIX,2019-08-13,390,389,1
VIX,2019-08-14,390,389,1
VIX,2019-08-15,390,389,1
VIX,2019-08-16,390,389,1
VIX,2019-08-19,390,389,1
VIX,2019-08-20,390,389,1
VIX,2019-08-21,390,389,1
VIX,2019-08-22,390,389,1
VIX,2019-08-23,390,389,1
VIX,2019-08-26,390,389,1
VIX,2019-08-27,390,389,1
VIX,2019-08-28,390,389,1
VIX,2019-08-29,390,389,1
VIX,2019-08-30,390,389,1
VIX,2019-09-03,390,389,1
VIX,2019-09-04,390,389,1
VIX,2019-09-05,390,389,1
VIX,2019-09-06,390,389,1
VIX,2019-09-09,390,389,1
VIX,2019-09-10,390,389,1
VIX,2019-09-11,390,389,1
VIX,2019-09-12,390,389,1
VIX,2019-09-13,390,389,1
VIX,2019-09-16,390,389,1
VIX,2019-09-17,390,389,1
VIX,2019-09-18,390,389,1
VIX,2019-09-19,390,389,1
VIX,2019-09-20,390,389,1
VIX,2019-09-23,390,389,1
VIX,2019-09-24,390,389,1
VIX,2019-09-25,390,389,1
VIX,2019-09-26,390,389,1
VIX,2019-09-27,390,389,1
VIX,2019-09-30,390,389,1
VIX,2019-10-01,390,389,1
VIX,2019-10-02,390,389,1
VIX,2019-10-03,390,389,1
VIX,2019-10-04,390,389,1
VIX,2019-10-07,390,389,1
VIX,2019-10-08,390,389,1
VIX,2019-10-09,390,389,1
VIX,2019-10-10,390,389,1
VIX,2019-10-11,390,389,1
VIX,2019-10-14,390,389,1
VIX,2019-10-15,390,389,1
VIX,2019-10-16,390,388,2
VIX,2019-10-17,390,389,1
VIX,2019-10-18,390,389,1
VIX,2019-10-21,390,389,1
VIX,2019-10-22,390,389,1
VIX,2019-10-23,390,389,1
VIX,2019-10-24,390,389,1
VIX,2019-10-25,390,389,1
VIX,2019-10-28,390,389,1
VIX,2019-10-29,390,389,1
VIX,2019-10-30,390,389,1
VIX,2019-10-31,390,389,1
VIX,2019-11-01,390,389,1
VIX,2019-11-04,390,389,1
VIX,2019-11-05,390,389,1
VIX,2019-11-06,390,389,1
VIX,2019-11-07,390,389,1
VIX,2019-11-08,390,389,1
VIX,2019-11-11,390,389,1
VIX,2019-11-12,390,389,1
VIX,2019-11-13,390,389,1
VIX,2019-11-14,390,389,1
VIX,2019-11-15,390,389,1
VIX,2019-11-18,390,389,1
VIX,2019-11-19,390,389,1
VIX,2019-11-20,390,389,1
VIX,2019-11-21,390,389,1
VIX,2019-11-22,390,389,1
VIX,2019-11-25,390,389,1
VIX,2019-11-26,390,389,1
VIX,2019-11-27,390,389,1
VIX,2019-11-29,390,224,166
VIX,2019-12-02,390,389,1
VIX,2019-12-03,390,389,1
VIX,2019-12-04,390,389,1
VIX,2019-12-05,390,389,1
VIX,2019-12-06,390,389,1
VIX,2019-12-09,390,389,1
VIX,2019-12-10,390,389,1
VIX,2019-12-11,390,389,1
VIX,2019-12-12,390,389,1
VIX,2019-12-13,390,389,1
VIX,2019-12-16,390,389,1
VIX,2019-12-17,390,389,1
VIX,2019-12-18,390,388,2
VIX,2019-12-19,390,389,1
VIX,2019-12-20,390,389,1
VIX,2019-12-23,390,389,1
VIX,2019-12-24,390,224,166
VIX,2019-12-26,390,389,1
VIX,2019-12-27,390,389,1
VIX,2019-12-30,390,389,1
VIX,2019-12-31,390,389,1
VIX,2020-01-02,390,389,1
VIX,2020-01-03,390,389,1
VIX,2020-01-06,390,389,1
VIX,2020-01-07,390,389,1
VIX,2020-01-08,390,389,1
VIX,2020-01-09,390,389,1
VIX,2020-01-10,390,389,1
VIX,2020-01-13,390,389,1
VIX,2020-01-14,390,389,1
VIX,2020-01-15,390,389,1
VIX,2020-01-16,390,389,1
VIX,2020-01-17,390,389,1
VIX,2020-01-21,390,389,1
VIX,2020-01-22,390,389,1
VIX,2020-01-23,390,389,1
VIX,2020-01-24,390,389,1
VIX,2020-01-27,390,388,2
VIX,2020-01-28,390,389,1
VIX,2020-01-29,390,389,1
VIX,2020-01-30,390,389,1
VIX,2020-01-31,390,389,1
VIX,2020-02-03,390,389,1
VIX,2020-02-04,390,389,1
VIX,2020-02-05,390,389,1
VIX,2020-02-06,390,389,1
VIX,2020-02-07,390,389,1
VIX,2020-02-10,390,389,1
VIX,2020-02-11,390,389,1
VIX,2020-02-12,390,389,1
VIX,2020-02-13,390,389,1
VIX,2020-02-14,390,389,1
VIX,2020-02-18,390,389,1
VIX,2020-02-19,390,389,1
VIX,2020-02-20,390,389,1
VIX,2020-02-21,390,389,1
VIX,2020-02-24,390,389,1
VIX,2020-02-25,390,389,1
VIX,2020-02-26,390,389,1
VIX,2020-02-27,390,389,1
VIX,2020-02-28,390,389,1
VIX,2020-03-02,390,389,1
VIX,2020-03-03,390,389,1
VIX,2020-03-04,390,389,1
VIX,2020-03-05,390,389,1
VIX,2020-03-06,390,389,1
VIX,2020-03-09,390,375,15
VIX,2020-03-10,390,388,2
VIX,2020-03-11,390,389,1
VIX,2020-03-12,390,374,16
VIX,2020-03-13,390,389,1
VIX,2020-03-16,390,374,16
VIX,2020-03-17,390,389,1
VIX,2020-03-18,390,349,41
VIX,2020-03-19,390,389,1
VIX,2020-03-20,390,389,1
VIX,2020-03-23,390,389,1
VIX,2020-03-24,390,389,1
VIX,2020-03-25,390,380,10
VIX,2020-03-26,390,389,1
VIX,2020-03-27,390,389,1
VIX,2020-03-30,390,389,1
VIX,2020-03-31,390,389,1
VIX,2020-04-01,390,383,7
VIX,2020-04-02,390,389,1
VIX,2020-04-03,390,389,1
VIX,2020-04-06,390,389,1
VIX,2020-04-07,390,389,1
VIX,2020-04-08,390,388,2
VIX,2020-04-09,390,389,1
VIX,2020-04-13,390,389,1
VIX,2020-04-14,390,389,1
VIX,2020-04-15,390,389,1
VIX,2020-04-16,390,389,1
VIX,2020-04-17,390,389,1
VIX,2020-04-20,390,389,1
VIX,2020-04-21,390,389,1
VIX,2020-04-22,390,388,2
VIX,2020-04-23,390,389,1
VIX,2020-04-24,390,389,1
VIX,2020-04-27,390,389,1
VIX,2020-04-28,390,389,1
VIX,2020-04-29,390,388,2
VIX,2020-04-30,390,389,1
VIX,2020-05-01,390,389,1
VIX,2020-05-04,390,389,1
VIX,2020-05-05,390,389,1
VIX,2020-05-06,390,388,2
VIX,2020-05-07,390,389,1
VIX,2020-05-08,390,389,1
VIX,2020-05-11,390,389,1
VIX,2020-05-12,390,389,1
VIX,2020-05-13,390,388,2
VIX,2020-05-14,390,389,1
VIX,2020-05-15,390,389,1
VIX,2020-05-18,390,389,1
VIX,2020-05-19,390,389,1
VIX,2020-05-20,390,388,2
VIX,2020-05-21,390,389,1
VIX,2020-05-22,390,389,1
VIX,2020-05-26,390,389,1
VIX,2020-05-27,390,388,2
VIX,2020-05-28,390,389,1
VIX,2020-05-29,390,389,1
VIX,2020-06-01,390,389,1
VIX,2020-06-02,390,389,1
VIX,2020-06-03,390,389,1
VIX,2020-06-04,390,389,1
VIX,2020-06-05,390,389,1
VIX,2020-06-08,390,389,1
VIX,2020-06-09,390,389,1
VIX,2020-06-10,390,389,1
VIX,2020-06-11,390,389,1
VIX,2020-06-12,390,389,1
VIX,2020-06-15,390,389,1
VIX,2020-06-16,390,389,1
VIX,2020-06-17,390,388,2
VIX,2020-06-18,390,389,1
VIX,2020-06-19,390,389,1
VIX,2020-06-22,390,389,1
VIX,2020-06-23,390,389,1
VIX,2020-06-24,390,388,2
VIX,2020-06-25,390,389,1
VIX,2020-06-26,390,389,1
VIX,2020-06-29,390,389,1
VIX,2020-06-30,390,389,1
VIX,2020-07-01,390,389,1
VIX,2020-07-02,390,389,1
VIX,2020-07-06,390,389,1
VIX,2020-07-07,390,389,1
VIX,2020-07-08,390,389,1
VIX,2020-07-09,390,389,1
VIX,2020-07-10,390,389,1
VIX,2020-07-13,390,389,1
VIX,2020-07-14,390,389,1
VIX,2020-07-15,390,388,2
VIX,2020-07-16,390,389,1
VIX,2020-07-17,390,389,1
VIX,2020-07-20,390,389,1
VIX,2020-07-21,390,389,1
VIX,2020-07-22,390,388,2
VIX,2020-07-23,390,389,1
VIX,2020-07-24,390,389,1
VIX,2020-07-27,390,389,1
VIX,2020-07-28,390,389,1
VIX,2020-07-29,390,388,2
VIX,2020-07-30,390,389,1
VIX,2020-07-31,390,389,1
VIX,2020-08-03,390,389,1
VIX,2020-08-04,390,389,1
VIX,2020-08-05,390,388,2
VIX,2020-08-06,390,389,1
VIX,2020-08-07,390,389,1
VIX,2020-08-10,390,389,1
VIX,2020-08-11,390,389,1
VIX,2020-08-12,390,388,2
VIX,2020-08-13,390,389,1
VIX,2020-08-14,390,389,1
VIX,2020-08-17,390,389,1
VIX,2020-08-18,390,389,1
VIX,2020-08-19,390,388,2
VIX,2020-08-20,390,389,1
VIX,2020-08-21,390,389,1
VIX,2020-08-24,390,389,1
VIX,2020-08-25,390,389,1
VIX,2020-08-26,390,388,2
VIX,2020-08-27,390,389,1
VIX,2020-08-28,390,389,1
VIX,2020-08-31,390,389,1
VIX,2020-09-01,390,389,1
VIX,2020-09-02,390,387,3
VIX,2020-09-03,390,389,1
VIX,2020-09-04,390,389,1
VIX,2020-09-08,390,389,1
VIX,2020-09-09,390,388,2
VIX,2020-09-10,390,389,1
VIX,2020-09-11,390,389,1
VIX,2020-09-14,390,389,1
VIX,2020-09-15,390,389,1
VIX,2020-09-16,390,388,2
VIX,2020-09-17,390,389,1
VIX,2020-09-18,390,389,1
VIX,2020-09-21,390,389,1
VIX,2020-09-22,390,389,1
VIX,2020-09-23,390,388,2
VIX,2020-09-24,390,389,1
VIX,2020-09-25,390,389,1
VIX,2020-09-28,390,389,1
VIX,2020-09-29,390,389,1
VIX,2020-09-30,390,388,2
VIX,2020-10-01,390,389,1
VIX,2020-10-02,390,389,1
VIX,2020-10-05,390,389,1
VIX,2020-10-06,390,389,1
VIX,2020-10-07,390,388,2
VIX,2020-10-08,390,389,1
VIX,2020-10-09,390,389,1
VIX,2020-10-12,390,389,1
VIX,2020-10-13,390,389,1
VIX,2020-10-14,390,387,3
VIX,2020-10-15,390,389,1
VIX,2020-10-16,390,389,1
VIX,2020-10-19,390,389,1
VIX,2020-10-20,390,389,1
VIX,2020-10-21,390,388,2
VIX,2020-10-22,390,389,1
VIX,2020-10-23,390,389,1
VIX,2020-10-26,390,389,1
VIX,2020-10-27,390,389,1
VIX,2020-10-28,390,388,2
VIX,2020-10-29,390,389,1
VIX,2020-10-30,390,389,1
VIX,2020-11-02,390,389,1
VIX,2020-11-03,390,389,1
VIX,2020-11-04,390,388,2
VIX,2020-11-05,390,389,1
VIX,2020-11-06,390,389,1
VIX,2020-11-09,390,389,1
VIX,2020-11-10,390,389,1
VIX,2020-11-11,390,388,2
VIX,2020-11-12,390,389,1
VIX,2020-11-13,390,389,1
VIX,2020-11-16,390,389,1
VIX,2020-11-17,390,389,1
VIX,2020-11-18,390,388,2
VIX,2020-11-19,390,389,1
VIX,2020-11-20,390,389,1
VIX,2020-11-23,390,389,1
VIX,2020-11-24,390,388,2
VIX,2020-11-25,390,389,1
VIX,2020-11-27,390,224,166
VIX,2020-11-30,390,389,1
VIX,2020-12-01,390,388,2
VIX,2020-12-02,390,389,1
VIX,2020-12-03,390,389,1
VIX,2020-12-04,390,389,1
VIX,2020-12-07,390,389,1
VIX,2020-12-08,390,389,1
VIX,2020-12-09,390,389,1
VIX,2020-12-10,390,389,1
VIX,2020-12-11,390,389,1
VIX,2020-12-14,390,389,1
VIX,2020-12-15,390,389,1
VIX,2020-12-16,390,388,2
VIX,2020-12-17,390,389,1
VIX,2020-12-18,390,389,1
VIX,2020-12-21,390,389,1
VIX,2020-12-22,390,389,1
VIX,2020-12-23,390,388,2
VIX,2020-12-24,390,224,166
VIX,2020-12-28,390,389,1
VIX,2020-12-29,390,389,1
VIX,2020-12-30,390,388,2
VIX,2020-12-31,390,389,1
VIX,2021-01-04,390,389,1
VIX,2021-01-05,390,389,1
VIX,2021-01-06,390,388,2
VIX,2021-01-07,390,389,1
VIX,2021-01-08,390,389,1
VIX,2021-01-11,390,389,1
VIX,2021-01-12,390,389,1
VIX,2021-01-13,390,388,2
VIX,2021-01-14,390,389,1
VIX,2021-01-15,390,389,1
VIX,2021-01-19,390,389,1
VIX,2021-01-20,390,388,2
VIX,2021-01-21,390,389,1
VIX,2021-01-22,390,389,1
VIX,2021-01-25,390,389,1
VIX,2021-01-26,390,389,1
VIX,2021-01-27,390,388,2
VIX,2021-01-28,390,389,1
VIX,2021-01-29,390,389,1
VIX,2021-02-01,390,389,1
VIX,2021-02-02,390,389,1
VIX,2021-02-03,390,388,2
VIX,2021-02-04,390,389,1
VIX,2021-02-05,390,389,1
VIX,2021-02-08,390,389,1
VIX,2021-02-09,390,389,1
VIX,2021-02-10,390,388,2
VIX,2021-02-11,390,389,1
VIX,2021-02-12,390,389,1
VIX,2021-02-16,390,389,1
VIX,2021-02-17,390,388,2
VIX,2021-02-18,390,389,1
VIX,2021-02-19,390,389,1
VIX,2021-02-22,390,389,1
VIX,2021-02-23,390,389,1
VIX,2021-02-24,390,388,2
VIX,2021-02-25,390,389,1
VIX,2021-02-26,390,389,1
VIX,2021-03-01,390,389,1
VIX,2021-03-02,390,388,2
VIX,2021-03-03,390,389,1
VIX,2021-03-04,390,389,1
VIX,2021-03-05,390,389,1
VIX,2021-03-08,390,389,1
VIX,2021-03-09,390,389,1
VIX,2021-03-10,390,388,2
VIX,2021-03-11,390,389,1
VIX,2021-03-12,390,389,1
VIX,2021-03-15,390,389,1
VIX,2021-03-16,390,389,1
VIX,2021-03-17,390,388,2
VIX,2021-03-18,390,389,1
VIX,2021-03-19,390,389,1
VIX,2021-03-22,390,389,1
VIX,2021-03-23,390,389,1
VIX,2021-03-24,390,388,2
VIX,2021-03-25,390,389,1
VIX,2021-03-26,390,389,1
VIX,2021-03-29,390,389,1
VIX,2021-03-30,390,389,1
VIX,2021-03-31,390,388,2
VIX,2021-04-01,390,389,1
VIX,2021-04-05,390,389,1
VIX,2021-04-06,390,389,1
VIX,2021-04-07,390,387,3
VIX,2021-04-08,390,389,1
VIX,2021-04-09,390,389,1
VIX,2021-04-12,390,389,1
VIX,2021-04-13,390,389,1
VIX,2021-04-14,390,388,2
VIX,2021-04-15,390,389,1
VIX,2021-04-16,390,389,1
VIX,2021-04-19,390,389,1
VIX,2021-04-20,390,389,1
VIX,2021-04-21,390,388,2
VIX,2021-04-22,390,389,1
VIX,2021-04-23,390,389,1
VIX,2021-04-26,390,389,1
VIX,2021-04-27,390,389,1
VIX,2021-04-28,390,388,2
VIX,2021-04-29,390,389,1
VIX,2021-04-30,390,389,1
VIX,2021-05-03,390,389,1
VIX,2021-05-04,390,389,1
VIX,2021-05-05,390,388,2
VIX,2021-05-06,390,389,1
VIX,2021-05-07,390,389,1
VIX,2021-05-10,390,389,1
VIX,2021-05-11,390,389,1
VIX,2021-05-12,390,388,2
VIX,2021-05-13,390,389,1
VIX,2021-05-14,390,389,1
VIX,2021-05-17,390,389,1
VIX,2021-05-18,390,389,1
VIX,2021-05-19,390,387,3
VIX,2021-05-20,390,389,1
VIX,2021-05-21,390,389,1
VIX,2021-05-24,390,389,1
VIX,2021-05-25,390,389,1
VIX,2021-05-26,390,388,2
VIX,2021-05-27,390,389,1
VIX,2021-05-28,390,389,1
VIX,2021-06-01,390,389,1
VIX,2021-06-02,390,388,2
VIX,2021-06-03,390,389,1
VIX,2021-06-04,390,389,1
VIX,2021-06-07,390,389,1
VIX,2021-06-08,390,389,1
VIX,2021-06-09,390,388,2
VIX,2021-06-10,390,389,1
VIX,2021-06-11,390,389,1
VIX,2021-06-14,390,389,1
VIX,2021-06-15,390,389,1
VIX,2021-06-16,390,389,1
VIX,2021-06-17,390,389,1
VIX,2021-06-18,390,389,1
VIX,2021-06-21,390,389,1
VIX,2021-06-22,390,387,3
VIX,2021-06-23,390,388,2
VIX,2021-06-24,390,389,1
VIX,2021-06-25,390,389,1
VIX,2021-06-28,390,389,1
VIX,2021-06-29,390,389,1
VIX,2021-06-30,390,389,1
VIX,2021-07-01,390,389,1
VIX,2021-07-02,390,389,1
VIX,2021-07-06,390,389,1
VIX,2021-07-07,390,388,2
VIX,2021-07-08,390,389,1
VIX,2021-07-09,390,389,1
VIX,2021-07-12,390,389,1
VIX,2021-07-13,390,389,1
VIX,2021-07-14,390,388,2
VIX,2021-07-15,390,389,1
VIX,2021-07-16,390,389,1
VIX,2021-07-19,390,389,1
VIX,2021-07-20,390,389,1
VIX,2021-07-21,390,388,2
VIX,2021-07-22,390,389,1
VIX,2021-07-23,390,389,1
VIX,2021-07-26,390,389,1
VIX,2021-07-27,390,389,1
VIX,2021-07-28,390,388,2
VIX,2021-07-29,390,389,1
VIX,2021-07-30,390,389,1
VIX,2021-08-02,390,389,1
VIX,2021-08-03,390,389,1
VIX,2021-08-04,390,388,2
VIX,2021-08-05,390,389,1
VIX,2021-08-06,390,389,1
VIX,2021-08-09,390,389,1
VIX,2021-08-10,390,389,1
VIX,2021-08-11,390,389,1
VIX,2021-08-12,390,389,1
VIX,2021-08-13,390,389,1
VIX,2021-08-16,390,389,1
VIX,2021-08-17,390,389,1
VIX,2021-08-18,390,389,1
VIX,2021-08-19,390,389,1
VIX,2021-08-20,390,389,1
VIX,2021-08-23,390,389,1
VIX,2021-08-24,390,389,1
VIX,2021-08-25,390,389,1
VIX,2021-08-26,390,389,1
VIX,2021-08-27,390,389,1
VIX,2021-08-30,390,389,1
VIX,2021-08-31,390,389,1
VIX,2021-09-01,390,389,1
VIX,2021-09-02,390,389,1
VIX,2021-09-03,390,389,1
VIX,2021-09-07,390,389,1
VIX,2021-09-08,390,389,1
VIX,2021-09-09,390,389,1
VIX,2021-09-10,390,389,1
VIX,2021-09-13,390,389,1
VIX,2021-09-14,390,389,1
VIX,2021-09-15,390,389,1
VIX,2021-09-16,390,389,1
VIX,2021-09-17,390,389,1
VIX,2021-09-20,390,389,1
VIX,2021-09-21,390,389,1
VIX,2021-09-22,390,389,1
VIX,2021-09-23,390,389,1
VIX,2021-09-24,390,389,1
VIX,2021-09-27,390,389,1
VIX,2021-09-28,390,389,1
VIX,2021-09-29,390,388,2
VIX,2021-09-30,390,389,1
VIX,2021-10-01,390,389,1
VIX,2021-10-04,390,389,1
VIX,2021-10-05,390,389,1
VIX,2021-10-06,390,387,3
VIX,2021-10-07,390,389,1
VIX,2021-10-08,390,389,1
VIX,2021-10-11,390,389,1
VIX,2021-10-12,390,389,1
VIX,2021-10-13,390,388,2
VIX,2021-10-14,390,389,1
VIX,2021-10-15,390,389,1
VIX,2021-10-18,390,389,1
VIX,2021-10-19,390,389,1
VIX,2021-10-20,390,388,2
VIX,2021-10-21,390,389,1
VIX,2021-10-22,390,389,1
VIX,2021-10-25,390,389,1
VIX,2021-10-26,390,389,1
VIX,2021-10-27,390,388,2
VIX,2021-10-28,390,389,1
VIX,2021-10-29,390,389,1
VIX,2021-11-01,390,389,1
VIX,2021-11-02,390,389,1
VIX,2021-11-03,390,388,2
VIX,2021-11-04,390,389,1
VIX,2021-11-05,390,389,1
VIX,2021-11-08,390,389,1
VIX,2021-11-09,390,389,1
VIX,2021-11-10,390,388,2
VIX,2021-11-11,390,389,1
VIX,2021-11-12,390,389,1
VIX,2021-11-15,390,389,1
VIX,2021-11-16,390,389,1
VIX,2021-11-17,390,388,2
VIX,2021-11-18,390,389,1
VIX,2021-11-19,390,389,1
VIX,2021-11-22,390,389,1
VIX,2021-11-23,390,388,2
VIX,2021-11-24,390,389,1
VIX,2021-11-26,390,225,165
VIX,2021-11-29,390,389,1
VIX,2021-11-30,390,389,1
VIX,2021-12-01,390,388,2
VIX,2021-12-02,390,389,1
VIX,2021-12-03,390,389,1
VIX,2021-12-06,390,389,1
VIX,2021-12-07,390,389,1
VIX,2021-12-08,390,388,2
VIX,2021-12-09,390,389,1
VIX,2021-12-10,390,389,1
VIX,2021-12-13,390,389,1
VIX,2021-12-14,390,389,1
VIX,2021-12-15,390,388,2
VIX,2021-12-16,390,389,1
VIX,2021-12-17,390,389,1
VIX,2021-12-20,390,389,1
VIX,2021-12-21,390,389,1
VIX,2021-12-22,390,388,2
VIX,2021-12-23,390,389,1
VIX,2021-12-27,390,389,1
VIX,2021-12-28,390,389,1
VIX,2021-12-29,390,388,2
VIX,2021-12-30,390,389,1
VIX,2021-12-31,390,389,1
VIX,2022-01-03,390,389,1
VIX,2022-01-04,390,389,1
VIX,2022-01-05,390,388,2
VIX,2022-01-06,390,389,1
VIX,2022-01-07,390,389,1
VIX,2022-01-10,390,389,1
VIX,2022-01-11,390,389,1
VIX,2022-01-12,390,388,2
VIX,2022-01-13,390,389,1
VIX,2022-01-14,390,389,1
VIX,2022-01-18,390,389,1
VIX,2022-01-19,390,388,2
VIX,2022-01-20,390,389,1
VIX,2022-01-21,390,389,1
VIX,2022-01-24,390,389,1
VIX,2022-01-25,390,389,1
VIX,2022-01-26,390,388,2
VIX,2022-01-27,390,389,1
VIX,2022-01-28,390,389,1
VIX,2022-01-31,390,389,1
VIX,2022-02-01,390,389,1
VIX,2022-02-02,390,388,2
VIX,2022-02-03,390,389,1
VIX,2022-02-04,390,389,1
VIX,2022-02-07,390,389,1
VIX,2022-02-08,390,389,1
VIX,2022-02-09,390,389,1
VIX,2022-02-10,390,389,1
VIX,2022-02-11,390,389,1
VIX,2022-02-14,390,389,1
VIX,2022-02-15,390,389,1
VIX,2022-02-16,390,388,2
VIX,2022-02-17,390,389,1
VIX,2022-02-18,390,389,1
VIX,2022-02-22,390,389,1
VIX,2022-02-23,390,389,1
VIX,2022-02-24,390,389,1
VIX,2022-02-25,390,389,1
VIX,2022-02-28,390,389,1
VIX,2022-03-01,390,389,1
VIX,2022-03-02,390,389,1
VIX,2022-03-03,390,389,1
VIX,2022-03-04,390,389,1
VIX,2022-03-07,390,389,1
VIX,2022-03-08,390,389,1
VIX,2022-03-09,390,389,1
VIX,2022-03-10,390,389,1
VIX,2022-03-11,390,389,1
VIX,2022-03-14,390,389,1
VIX,2022-03-15,390,388,2
VIX,2022-03-16,390,389,1
VIX,2022-03-17,390,389,1
VIX,2022-03-18,390,389,1
VIX,2022-03-21,390,389,1
VIX,2022-03-22,390,389,1
VIX,2022-03-23,390,389,1
VIX,2022-03-24,390,389,1
VIX,2022-03-25,390,389,1
VIX,2022-03-28,390,389,1
VIX,2022-03-29,390,389,1
VIX,2022-03-30,390,388,2
VIX,2022-03-31,390,389,1
VIX,2022-04-01,390,389,1
VIX,2022-04-04,390,389,1
VIX,2022-04-05,390,389,1
VIX,2022-04-06,390,388,2
VIX,2022-04-07,390,389,1
VIX,2022-04-08,390,389,1
VIX,2022-04-11,390,389,1
VIX,2022-04-12,390,389,1
VIX,2022-04-13,390,389,1
VIX,2022-04-14,390,389,1
VIX,2022-04-18,390,389,1
VIX,2022-04-19,390,389,1
VIX,2022-04-20,390,389,1
VIX,2022-04-21,390,389,1
VIX,2022-04-22,390,389,1
VIX,2022-04-25,390,389,1
VIX,2022-04-26,390,389,1
VIX,2022-04-27,390,389,1
VIX,2022-04-28,390,389,1
VIX,2022-04-29,390,389,1
VIX,2022-05-02,390,389,1
VIX,2022-05-03,390,389,1
VIX,2022-05-04,390,389,1
VIX,2022-05-05,390,389,1
VIX,2022-05-06,390,389,1
VIX,2022-05-09,390,389,1
VIX,2022-05-10,390,389,1
VIX,2022-05-11,390,388,2
VIX,2022-05-12,390,389,1
VIX,2022-05-13,390,389,1
VIX,2022-05-16,390,389,1
VIX,2022-05-17,390,389,1
VIX,2022-05-18,390,389,1
VIX,2022-05-19,390,389,1
VIX,2022-05-20,390,389,1
VIX,2022-05-23,390,389,1
VIX,2022-05-24,390,389,1
VIX,2022-05-25,390,389,1
VIX,2022-05-26,390,389,1
VIX,2022-05-27,390,389,1
VIX,2022-05-30,390,121,269
VIX,2022-05-31,390,389,1
VIX,2022-06-01,390,386,4
VIX,2022-06-02,390,377,13
VIX,2022-06-03,390,358,32
VIX,2022-06-06,390,389,1
VIX,2022-06-07,390,389,1
VIX,2022-06-08,390,389,1
VIX,2022-06-09,390,389,1
VIX,2022-06-10,390,389,1
VIX,2022-06-13,390,389,1
VIX,2022-06-14,390,389,1
VIX,2022-06-15,390,383,7
VIX,2022-06-16,390,389,1
VIX,2022-06-17,390,389,1
VIX,2022-06-20,390,121,269
VIX,2022-06-21,390,389,1
VIX,2022-06-22,390,389,1
VIX,2022-06-23,390,389,1
VIX,2022-06-24,390,389,1
VIX,2022-06-27,390,389,1
VIX,2022-06-28,390,389,1
VIX,2022-06-29,390,389,1
VIX,2022-06-30,390,389,1
VIX,2022-07-01,390,389,1
VIX,2022-07-04,390,121,269
VIX,2022-07-05,390,389,1
VIX,2022-07-06,390,389,1
VIX,2022-07-07,390,389,1
VIX,2022-07-08,390,389,1
VIX,2022-07-11,390,389,1
VIX,2022-07-12,390,389,1
VIX,2022-07-13,390,389,1
VIX,2022-07-14,390,389,1
VIX,2022-07-15,390,389,1
VIX,2022-07-18,390,389,1
VIX,2022-07-19,390,389,1
VIX,2022-07-20,390,389,1
VIX,2022-07-21,390,389,1
VIX,2022-07-22,390,389,1
VIX,2022-07-25,390,389,1
VIX,2022-07-26,390,389,1
VIX,2022-07-27,390,389,1
VIX,2022-07-28,390,389,1
VIX,2022-07-29,390,389,1
VIX,2022-08-01,390,389,1
VIX,2022-08-02,390,389,1
VIX,2022-08-03,390,389,1
VIX,2022-08-04,390,389,1
VIX,2022-08-05,390,389,1
VIX,2022-08-08,390,389,1
VIX,2022-08-09,390,389,1
VIX,2022-08-10,390,389,1
VIX,2022-08-11,390,389,1
VIX,2022-08-12,390,389,1
VIX,2022-08-15,390,389,1
VIX,2022-08-16,390,389,1
VIX,2022-08-17,390,389,1
VIX,2022-08-18,390,389,1
VIX,2022-08-19,390,389,1
VIX,2022-08-22,390,389,1
VIX,2022-08-23,390,389,1
VIX,2022-08-24,390,389,1
VIX,2022-08-25,390,389,1
VIX,2022-08-26,390,389,1
VIX,2022-08-29,390,389,1
VIX,2022-08-30,390,389,1
VIX,2022-08-31,390,389,1
VIX,2022-09-01,390,389,1
VIX,2022-09-02,390,389,1
VIX,2022-09-06,390,389,1
VIX,2022-09-07,390,389,1
VIX,2022-09-08,390,389,1
VIX,2022-09-09,390,389,1
