event_date,event_type,surprise_direction,actual_value,forecast_value,surprise_pct,return_day_-2,return_day_-1,return_day_+0,return_day_+1,return_day_+2
2021-07-28,FOMC,inline,0.1,0.06,66.66666666666669,0.2382253008416102,-0.47124799312575627,0.2136061176063464,0.4206206369982368,-0.5406016994218166
2021-08-11,CPI,better,5.26917,5.3,-0.5816981132075455,-0.0939925887858073,0.0992701388653705,0.24680227644109376,0.2952087595835984,0.1607324197514748
2021-09-14,CPI,better,5.18132,5.3,-2.2392452830188576,0.22765095613401787,0.22765095613401787,-0.574659914561837,0.8473908688851006,-0.15510969268194286
2021-09-22,FOMC,inline,0.08,0.1,-20.000000000000004,-1.6977254629493954,-0.08123495489623656,-0.1453871386902339,1.2134751708511082,0.14610090402744635
2021-10-13,CPI,worse,5.36352,5.3,1.1984905660377445,-0.686578584213482,-0.24167715692277048,0.3022536862308023,1.706311013337003,0.7460130771969053
2021-11-03,FOMC,inline,0.08,0.08,0.0,0.18000686154020507,0.36803672564356127,0.6387403125465596,0.4181891914508462,0.37328581257503046
2021-11-10,CPI,worse,6.22659,5.800000000000001,7.354999999999983,0.08877005575269603,-0.34987345002870374,-0.8225815057894437,0.05509274303756584,0.7222639253044116
2021-12-10,CPI,worse,6.86556,6.800000000000001,0.9641176470588178,0.30852936469836223,-0.7181129964413446,0.954911139915815,-0.9136209099282255,-0.9136209099282255
2021-12-15,FOMC,inline,0.08,0.08,0.0,-0.9136209099282255,-0.7470598440341258,2.0236416451673733,-0.874337823922211,-1.0287726483131143
2022-01-12,CPI,worse,7.15946,7.000000000000001,2.2779999999999894,-0.14410854751839564,0.9160030747555226,0.2817696321081753,-1.4243549462058636,0.08199131578892072
2022-01-26,FOMC,better,0.08,5.33,-98.49906191369608,0.27717522294530283,-1.2171976789799865,-1.7502292531542007,-0.5383994684971971,2.4347568825681787
2022-02-10,CPI,worse,7.57808,7.3,3.809315068493152,0.8401224834796661,1.4517177775713597,-1.8115705073705524,-1.89694676826343,-0.38405482229827426
2022-03-10,CPI,worse,7.94922,7.9,0.6230379746835448,-0.7233836932796112,2.569832402234651,-0.42918454935622075,-1.2961554353542182,-0.742095611408311
2022-03-16,FOMC,inline,0.08,0.08,0.0,-0.742095611408311,2.1408493905025416,1.0227783779272803,1.2347803738532281,1.1662250349640857
2022-04-12,CPI,worse,8.54078,8.4,1.6759523809523744,-1.6877289295676778,-1.6877289295676778,-0.3417540503973915,1.1174658040455254,-1.2144137417661627
2022-05-04,FOMC,worse,0.33,0.08,312.5,0.5675313957399952,0.4837102743912469,2.4145051312401966,-3.5649753381843063,-0.5674159064547379
2022-05-11,CPI,worse,8.23516,8.1,1.6686419753086523,-3.2037134944001844,0.245788276325154,-1.6463178415666024,-0.12960017076728558,2.386974310955492
2022-06-10,CPI,worse,8.53005,8.3,2.771686746987934,-1.0793908688002896,-2.3798705952956634,-2.911031355312088,-3.876837415339185,-3.876837415339185
2022-06-15,FOMC,worse,0.83,0.33,151.5151515151515,-3.876837415339185,-0.37737056722930706,0.07921858784945002,-3.2511959134456814,0.22008470670371594
2022-07-13,CPI,worse,8.9993,8.799999999999999,2.2647727272727383,-1.1527473598367033,-0.9243908956706903,-0.44568974546977946,-0.299859539478875,1.9201241036518768
2022-07-27,FOMC,worse,1.58,0.83,90.36144578313254,0.13151152429682345,-1.1543193070554847,1.2720641720382453,1.2133382708562568,1.4207733466259809
2022-08-10,CPI,better,8.44778,8.7,-2.8990804597701088,-0.12375789770792123,-0.4248730694724312,2.1290634013103604,-0.07054229687617486,1.7322396708554288
2022-09-13,CPI,worse,8.21626,8.1,1.4353086419753145,1.058426104401855,1.058426104401855,-4.3236562775976095,0.33869946525153516,-1.1317761485652666
2022-09-21,FOMC,worse,2.33,1.58,47.46835443037975,0.6857148758303566,-1.1272112803181633,-1.5351959719617003,-0.8427596288058115,-1.723261637204987
2022-10-13,CPI,worse,8.20575,8.1,1.3055555555555611,-0.6519229651283376,-0.3290756901951575,2.5965675434648228,-2.3662705624933444,2.6480085513260976
2022-11-02,FOMC,worse,3.08,2.33,32.18884120171674,-0.7454384193014141,-0.410126085362017,-2.7398075331125815,-1.0585979163175718,1.3618682272863003
2022-11-10,CPI,better,7.75726,8.0,-3.034250000000005,0.5597877482399927,-2.0777877333723382,5.543447234545429,0.9240793960120008,-0.8935794015923149
2022-12-13,CPI,better,7.13138,7.3,-2.309863013698627,1.4279251114533986,1.4279251114533986,0.7289703700733785,-0.6052765788066128,-2.492165834025817
2022-12-14,FOMC,worse,3.83,3.08,24.350649350649352,1.4279251114533986,0.7289703700733785,-0.7891534851381832,-2.492165834025817,-1.1137778348199956
2023-01-12,CPI,better,6.41083,6.5,-1.3718461538461568,0.6978255898501873,1.2849397206098123,0.341595270064321,0.3996816605869258,-0.20304619300891558
2023-02-01,FOMC,better,4.33,4.58,-5.458515283842795,-1.2968731575016657,1.4642450911824145,1.684534815118366,1.469942051995421,-1.0354661511665864
2023-02-14,CPI,worse,6.3403,6.2,2.262903225806449,1.1448590134117032,1.1448590134117032,-0.02803767683676739,0.27731236687436045,-1.378869707782826
2023-03-14,CPI,better,5.95765,6.0,-0.7058333333333315,-0.15097408062482165,-0.15097408062482165,1.6476647924144494,-0.6980856226510457,1.7561980816715783
2023-03-22,FOMC,worse,4.58,4.33,5.773672055427252,0.8918358593079878,1.2982181765728518,-2.021795774735524,0.2984528711166279,0.5639802265037686
2023-04-12,CPI,better,4.93135,5.2,-5.166346153846154,0.09963410653295313,-0.004137148920324574,-0.4134886369720592,1.3262625398648753,-0.20693547375681964
2023-05-03,FOMC,worse,4.83,4.58,5.458515283842795,-0.03861392787588569,-1.1586253889876552,-1.1690834327903965,-0.7218725172645657,1.8474744042430657
2023-05-10,CPI,better,4.94695,5.0,-1.0609999999999964,0.04521003324267081,-0.4579374208577791,0.4483913021312569,-0.16966193288928677,-0.15832974226629437
2023-06-13,CPI,worse,4.12531,4.1000000000000005,0.6173170731707139,0.9321075820101221,0.9321075820101221,0.6932584761680793,0.08194076003487094,1.217813698517345
2023-06-14,FOMC,worse,5.08,4.83,5.175983436853001,0.9321075820101221,0.6932584761680793,0.20625219142953455,1.217813698517345,-0.36716193988033385
2023-07-12,CPI,better,3.05925,3.1,-1.3145161290322602,0.24051194034939716,0.6742215156717579,0.7411145100759908,0.8470179957783319,-0.10243811584819129
2023-07-26,FOMC,inline,5.08,5.08,0.0,0.4034089155574794,0.2814712029929778,0.15878899267685043,-0.6424700279192064,0.9877881875342887
2023-08-10,CPI,better,3.28033,3.3000000000000003,-0.5960606060606083,-0.42182700223970526,-0.7038747560775049,0.025068771249703303,-0.10696312010077813,0.5750383620255262
2023-09-13,CPI,worse,3.71864,3.6,3.2955555555555702,0.6723514803174124,-0.5695872498027943,0.12416235236110129,0.8429883781315706,-1.2159552507158722
2023-09-20,FOMC,worse,5.33,5.08,4.921259842519684,0.07212964460983073,-0.21511026084926055,-0.8892991422203234,-1.6400890463858953,-0.22956120092377796
2023-10-12,CPI,worse,3.69508,3.6,2.641111111111119,0.5207972949908379,0.4293017364807916,-0.6246358765807258,-0.5018840769632216,1.0594346293018697
2023-11-01,FOMC,inline,5.33,5.33,0.0,1.2010093822027113,0.6474961721408823,0.45488269999784947,1.8858574846738696,0.9393716215277292
2023-11-14,CPI,better,3.24654,3.3000000000000003,-1.6200000000000083,-0.08357416584374722,-0.08357416584374722,1.907492831317792,0.1597081655804411,0.11903492875668942
2023-12-12,CPI,worse,3.13986,3.1,1.2858064516129035,0.3924532563629679,0.3924532563629679,0.4599302532861449,1.3650752632599072,0.2647070695482867
2023-12-13,FOMC,inline,5.33,5.33,0.0,0.3924532563629679,0.4599302532861449,1.0376173866380567,0.2647070695482867,-0.007627845875146644
2024-01-11,CPI,worse,3.3222,3.2,3.818749999999996,-0.1477892491718369,0.5665930831493693,-0.0671063771963798,0.07510083175741311,-0.37313198838587747
2024-01-31,FOMC,worse,5.33,0.25,2032.0,0.7556783214781593,-0.060065788272156695,-0.6874091806221894,1.2493679898465615,1.068446187367389
2024-02-13,CPI,worse,3.10794,2.9000000000000004,7.170344827586199,-0.09489496897510108,-0.09489496897510108,-1.3674270785210219,0.957972369210025,0.5821278161507903
2024-03-12,CPI,worse,3.16642,3.1,2.142580645161288,-0.1122238074512727,-0.1122238074512727,1.1201772588189884,-0.1924537270519222,-0.2871076469757039
2024-03-20,FOMC,inline,5.33,5.33,0.0,0.6318044044564486,0.5649179907640134,0.7851201407429009,0.3236599025383535,-0.14022623165372838
2024-04-10,CPI,worse,3.469,3.4000000000000004,2.029411764705868,-0.037468728023148934,0.1445489476951778,-0.9456977183866844,0.7444813046443954,-1.4550707243232486
2024-05-01,FOMC,inline,5.33,5.33,0.0,0.3178456301617949,-1.5730517164206925,-0.30434808520951595,0.9128425650457572,1.2556771059594851
2024-05-15,CPI,better,3.35405,3.4000000000000004,-1.351470588235305,-0.024125544739483917,0.4837764439558523,1.1715980391409309,-0.20817045486656305,0.11647882803798026
2024-06-12,CPI,better,3.23887,3.4000000000000004,-4.739117647058836,0.25808913052016713,0.271042141176947,0.8503679780924589,0.23445728948188194,-0.0393835553412436
2024-06-12,FOMC,inline,5.33,5.33,0.0,0.25808913052016713,0.271042141176947,-0.07410069953273091,0.23445728948188194,-0.0393835553412436
2024-07-11,CPI,better,2.97009,3.1,-4.190645161290329,0.07410929775606423,1.0208033738690059,-0.8763008283767415,0.5517016620885551,0.2826181805230199
2024-07-31,FOMC,inline,5.33,5.33,0.0,0.0813320877067536,-0.4960154039322595,0.17759604971239185,-1.3693569708273734,-1.8381839946536194
2024-08-14,CPI,better,2.93846,3.0,-2.0513333333333312,0.004303763360380408,1.6847572875482442,0.38237680860733203,1.6133201104998829,0.19898181923141411
2024-09-11,CPI,worse,2.61091,2.5,4.436400000000003,1.158009178281283,0.44726332239699573,1.0665050805019227,0.7495323299958834,0.5407665804108897
2024-09-18,FOMC,inline,5.33,5.33,0.0,0.12566610143582846,0.026450846693371055,-1.0289483094842566,1.6976786407179478,-0.19409693295342478
2024-10-10,CPI,worse,2.43254,2.3,5.762608695652179,0.968935768284096,0.7113384673968381,-0.20700823889336917,0.605185076253667,0.7707612858403268
2024-11-07,FOMC,better,4.83,5.33,-9.380863039399625,1.2265675189796932,2.5295879476236127,0.13495276653172628,0.37568431802581514,0.0969053663222974
2024-11-13,CPI,better,2.5714,2.6,-1.0999999999999983,0.0969053663222974,-0.2892682479775477,0.023228648443596178,-0.6049741202730607,-1.3203522508181798
2024-12-11,CPI,worse,2.71417,2.7,0.5248148148148154,-0.6144226774839168,-0.29638930421207466,0.8165821859812183,-0.5414032106163646,-0.0026440818012729572
2024-12-18,FOMC,better,4.58,4.83,-5.175983436853001,0.379931549522472,-0.38639596449174807,-2.8871755689842793,-0.08650990436227524,1.0869120584686254
